difficulty	episode	section_id	box	item	drop_rate
hard	2	Oran	Seaside 	Blue Barrier	0.0008544890582676089
hard	2	Yellowboze	Seaside 	AddSlot	0.0008544890582676089
hard	2	Yellowboze	Seaside 	Amplifier of Blue	0.0008544890582676089
hard	2	Yellowboze	Seaside 	Blue Barrier	0.0008544890582676089
hard	2	Whitill	Seaside 	Amplifier of Rabarta	0.0008544890582676089
hard	2	Whitill	Seaside 	Blue Barrier	0.0008544890582676089
hard	2	Viridia	Seabed: Upper Levels	Amplifier of Rafoie	0.0008544890582676089
hard	2	Skyly	Seabed: Upper Levels	Amplifier of Rafoie	0.0008544890582676089
hard	2	Skyly	Seabed: Upper Levels	Amplifier of Red 	0.0008544890582676089
hard	2	Bluefull	Seabed: Upper Levels	Amplifier of Rafoie	0.0008544890582676089
hard	2	Pinkal	Seabed: Upper Levels	Amplifier of Rafoie	0.0008544890582676089
hard	2	Pinkal	Seabed: Upper Levels	Amplifier of Red 	0.0008544890582676089
hard	2	Redria	Seabed: Upper Levels	Amplifier of Red 	0.0008544890582676089
hard	2	Redria	Seabed: Upper Levels	AddSlot	0.0008544890582676089
hard	2	Redria	Seabed: Upper Levels	Amplifier of Rafoie	0.0008544890582676089
hard	2	Oran	Seabed: Upper Levels	Amplifier of Red 	0.0008544890582676089
hard	2	Oran	Seabed: Upper Levels	Amplifier of Rafoie	0.0008544890582676089
hard	2	Yellowboze	Seabed: Upper Levels	Amplifier of Red 	0.0008544890582676089
hard	2	Whitill	Seabed: Upper Levels	AddSlot	0.0008544890582676089
hard	2	Whitill	Seabed: Upper Levels	Amplifier of Rafoie	0.0008544890582676089
hard	2	Viridia	Seabed: Lower Levels	Crush Bullet	0.0031737971308873937
hard	2	Viridia	Seabed: Lower Levels	Brionac	0.0031737971308873937
hard	2	Viridia	Seabed: Lower Levels	AddSlot	0.0008544890582676089
hard	2	Greenill	Seabed: Lower Levels	Visk-235W	0.0031737971308873937
hard	2	Greenill	Seabed: Lower Levels	Blade Dance	0.0031737971308873937
hard	2	Skyly	Seabed: Lower Levels	Flowen's Sword	0.0031737971308873937
hard	2	Skyly	Seabed: Lower Levels	Visk-235W	0.0031737971308873937
hard	2	Bluefull	Seabed: Lower Levels	Brionac	0.0031737971308873937
hard	2	Bluefull	Seabed: Lower Levels	Striker	0.0031737971308873937
hard	2	Purplenum	Seabed: Lower Levels	M&A60 Vise	0.0031737971308873937
hard	2	Purplenum	Seabed: Lower Levels	Blade Dance	0.0031737971308873937
hard	2	Pinkal	Seabed: Lower Levels	Fire Scepter: Agni	0.0031737971308873937
hard	2	Pinkal	Seabed: Lower Levels	Brionac	0.0031737971308873937
hard	2	Pinkal	Seabed: Lower Levels	Amplifier of Yellow	0.0008544890582676089
hard	2	Redria	Seabed: Lower Levels	Slicer of Assassin	0.0031737971308873937
hard	2	Redria	Seabed: Lower Levels	Crush Bullet	0.0031737971308873937
hard	2	Redria	Seabed: Lower Levels	Amplifier of Yellow	0.0008544890582676089
hard	2	Oran	Seabed: Lower Levels	Blade Dance	0.0031737971308873937
hard	2	Oran	Seabed: Lower Levels	Flowen's Sword	0.0031737971308873937
hard	2	Oran	Seabed: Lower Levels	Amplifier of Yellow	0.0008544890582676089
hard	2	Yellowboze	Seabed: Lower Levels	Amplifier of Yellow	0.0008544890582676089
hard	2	Whitill	Seabed: Lower Levels	Slicer of Assassin	0.0031737971308873937
hard	2	Whitill	Seabed: Lower Levels	M&A60 Vise	0.0031737971308873937
hard	4	Viridia	Crater East	Alliance Uniform	0.0005493177473577816
hard	4	Greenill	Crater East	Alliance Uniform	0.0005493177473577816
hard	4	Skyly	Crater East	Alliance Uniform	0.0005493177473577816
hard	4	Bluefull	Crater East	Alliance Uniform	0.0005493177473577816
hard	4	Purplenum	Crater East	Alliance Uniform	0.0005493177473577816
hard	4	Pinkal	Crater East	Alliance Uniform	0.0005493177473577816
hard	4	Redria	Crater East	Alliance Uniform	0.0005493177473577816
hard	4	Oran	Crater East	Alliance Uniform	0.0005493177473577816
hard	4	Yellowboze	Crater East	Alliance Uniform	0.0005493177473577816
hard	4	Whitill	Crater East	Alliance Uniform	0.0005493177473577816
hard	4	Viridia	Crater West	Alliance Uniform	0.0005493177473577816
hard	4	Greenill	Crater West	Alliance Uniform	0.0005493177473577816
hard	4	Skyly	Crater West	Alliance Uniform	0.0005493177473577816
hard	4	Bluefull	Crater West	Alliance Uniform	0.0005493177473577816
hard	4	Purplenum	Crater West	Alliance Uniform	0.0005493177473577816
hard	4	Pinkal	Crater West	Alliance Uniform	0.0005493177473577816
hard	4	Redria	Crater West	Alliance Uniform	0.0005493177473577816
hard	4	Oran	Crater West	Alliance Uniform	0.0005493177473577816
hard	4	Yellowboze	Crater West	Alliance Uniform	0.0005493177473577816
hard	4	Whitill	Crater West	Alliance Uniform	0.0005493177473577816
hard	4	Viridia	Crater South	Alliance Uniform	0.0005493177473577816
hard	4	Greenill	Crater South	Alliance Uniform	0.0005493177473577816
hard	4	Skyly	Crater South	Alliance Uniform	0.0005493177473577816
hard	4	Bluefull	Crater South	Alliance Uniform	0.0005493177473577816
hard	4	Purplenum	Crater South	Alliance Uniform	0.0005493177473577816
hard	4	Pinkal	Crater South	Alliance Uniform	0.0005493177473577816
hard	4	Redria	Crater South	Alliance Uniform	0.0005493177473577816
hard	4	Oran	Crater South	Alliance Uniform	0.0005493177473577816
hard	4	Yellowboze	Crater South	Alliance Uniform	0.0005493177473577816
hard	4	Whitill	Crater South	Alliance Uniform	0.0005493177473577816
hard	4	Viridia	Crater North	Alliance Uniform	0.0005493177473577816
hard	4	Greenill	Crater North	Alliance Uniform	0.0005493177473577816
hard	4	Skyly	Crater North	Alliance Uniform	0.0005493177473577816
hard	4	Bluefull	Crater North	Alliance Uniform	0.0005493177473577816
hard	4	Purplenum	Crater North	Alliance Uniform	0.0005493177473577816
hard	4	Pinkal	Crater North	Alliance Uniform	0.0005493177473577816
hard	4	Redria	Crater North	Alliance Uniform	0.0005493177473577816
hard	4	Oran	Crater North	Alliance Uniform	0.0005493177473577816
hard	4	Yellowboze	Crater North	Alliance Uniform	0.0005493177473577816
hard	4	Whitill	Crater North	Alliance Uniform	0.0005493177473577816
hard	4	Viridia	Crater Int.	Alliance Uniform	0.0005493177473577816
hard	4	Greenill	Crater Int.	Alliance Uniform	0.0005493177473577816
hard	4	Skyly	Crater Int.	Alliance Uniform	0.0005493177473577816
hard	4	Bluefull	Crater Int.	Alliance Uniform	0.0005493177473577816
hard	4	Purplenum	Crater Int.	Alliance Uniform	0.0005493177473577816
hard	4	Pinkal	Crater Int.	Alliance Uniform	0.0005493177473577816
hard	4	Redria	Crater Int.	Alliance Uniform	0.0005493177473577816
hard	4	Oran	Crater Int.	Alliance Uniform	0.0005493177473577816
hard	4	Yellowboze	Crater Int.	Alliance Uniform	0.0005493177473577816
hard	4	Whitill	Crater Int.	Alliance Uniform	0.0005493177473577816
hard	4	Viridia	Desert 1	Alliance Uniform	0.0005493177473577816
hard	4	Greenill	Desert 1	Alliance Uniform	0.0005493177473577816
hard	4	Skyly	Desert 1	Alliance Uniform	0.0005493177473577816
hard	4	Bluefull	Desert 1	Alliance Uniform	0.0005493177473577816
hard	4	Purplenum	Desert 1	Alliance Uniform	0.0005493177473577816
hard	4	Pinkal	Desert 1	Alliance Uniform	0.0005493177473577816
hard	4	Redria	Desert 1	Alliance Uniform	0.0005493177473577816
hard	4	Oran	Desert 1	Alliance Uniform	0.0005493177473577816
hard	4	Yellowboze	Desert 1	Alliance Uniform	0.0005493177473577816
hard	4	Whitill	Desert 1	Alliance Uniform	0.0005493177473577816
hard	4	Viridia	Desert 2	Alliance Uniform	0.0005493177473577816
hard	4	Greenill	Desert 2	Alliance Uniform	0.0005493177473577816
hard	4	Skyly	Desert 2	Alliance Uniform	0.0005493177473577816
hard	4	Bluefull	Desert 2	Alliance Uniform	0.0005493177473577816
hard	4	Purplenum	Desert 2	Alliance Uniform	0.0005493177473577816
hard	4	Pinkal	Desert 2	Alliance Uniform	0.0005493177473577816
hard	4	Redria	Desert 2	Alliance Uniform	0.0005493177473577816
hard	4	Oran	Desert 2	Alliance Uniform	0.0005493177473577816
hard	4	Yellowboze	Desert 2	Alliance Uniform	0.0005493177473577816
hard	4	Whitill	Desert 2	Alliance Uniform	0.0005493177473577816
hard	4	Viridia	Desert 3	Alliance Uniform	0.0005493177473577816
hard	4	Greenill	Desert 3	Alliance Uniform	0.0005493177473577816
hard	4	Skyly	Desert 3	Alliance Uniform	0.0005493177473577816
hard	4	Bluefull	Desert 3	Alliance Uniform	0.0005493177473577816
hard	4	Purplenum	Desert 3	Alliance Uniform	0.0005493177473577816
hard	4	Pinkal	Desert 3	Alliance Uniform	0.0005493177473577816
hard	4	Redria	Desert 3	Alliance Uniform	0.0005493177473577816
hard	4	Oran	Desert 3	Alliance Uniform	0.0005493177473577816
hard	4	Yellowboze	Desert 3	Alliance Uniform	0.0005493177473577816
hard	4	Whitill	Desert 3	Alliance Uniform	0.0005493177473577816
hard	4	Viridia	Boss	Alliance Uniform	0.0005493177473577816
hard	4	Greenill	Boss	Alliance Uniform	0.0005493177473577816
hard	4	Skyly	Boss	Alliance Uniform	0.0005493177473577816
hard	4	Bluefull	Boss	Alliance Uniform	0.0005493177473577816
hard	4	Purplenum	Boss	Alliance Uniform	0.0005493177473577816
hard	4	Pinkal	Boss	Alliance Uniform	0.0005493177473577816
hard	4	Redria	Boss	Alliance Uniform	0.0005493177473577816
hard	4	Oran	Boss	Alliance Uniform	0.0005493177473577816
hard	4	Yellowboze	Boss	Alliance Uniform	0.0005493177473577816
hard	4	Whitill	Boss	Alliance Uniform	0.0005493177473577816
vhard	1	Viridia	Forest 1	Amplifier of Resta	0.0008544890582676089
vhard	1	Bluefull	Forest 1	Amplifier of Zonde	0.0008544890582676089
vhard	1	Purplenum	Forest 1	Amplifier of Zonde	0.0008544890582676089
vhard	1	Purplenum	Forest 1	Amplifier of Resta	0.0008544890582676089
vhard	1	Oran	Forest 1	Amplifier of Zonde	0.0008544890582676089
vhard	1	Oran	Forest 1	Amplifier of Resta	0.0008544890582676089
vhard	1	Yellowboze	Forest 1	AddSlot	0.0008544890582676089
vhard	1	Viridia	Forest 2	Crush Bullet	0.0017089927196910141
vhard	1	Viridia	Forest 2	Berdys	0.0017089927196910141
vhard	1	Viridia	Forest 2	DB's Saber	0.0017089927196910141
vhard	1	Viridia	Forest 2	Varista	0.0017089927196910141
vhard	1	Viridia	Forest 2	Club of Laconium	0.0017089927196910141
vhard	1	Viridia	Forest 2	Amplifier of Barta	0.0008544890582676089
vhard	1	Greenill	Forest 2	Visk-235W	0.0017089927196910141
vhard	1	Greenill	Forest 2	Edge	0.0017089927196910141
vhard	1	Greenill	Forest 2	DB's Saber	0.0017089927196910141
vhard	1	Greenill	Forest 2	Varista	0.0017089927196910141
vhard	1	Greenill	Forest 2	Club of Laconium	0.0017089927196910141
vhard	1	Greenill	Forest 2	Amplifier of Barta	0.0008544890582676089
vhard	1	Skyly	Forest 2	Flowen's Sword	0.0017089927196910141
vhard	1	Skyly	Forest 2	Beam	0.0017089927196910141
vhard	1	Skyly	Forest 2	DB's Saber	0.0017089927196910141
vhard	1	Skyly	Forest 2	Varista	0.0017089927196910141
vhard	1	Skyly	Forest 2	Club of Laconium	0.0017089927196910141
vhard	1	Bluefull	Forest 2	Brionac	0.0017089927196910141
vhard	1	Bluefull	Forest 2	Pillar	0.0017089927196910141
vhard	1	Bluefull	Forest 2	DB's Saber	0.0017089927196910141
vhard	1	Bluefull	Forest 2	Varista	0.0017089927196910141
vhard	1	Bluefull	Forest 2	Club of Laconium	0.0017089927196910141
vhard	1	Purplenum	Forest 2	M&A60 Vise	0.0017089927196910141
vhard	1	Purplenum	Forest 2	Edge	0.0017089927196910141
vhard	1	Purplenum	Forest 2	DB's Saber	0.0017089927196910141
vhard	1	Purplenum	Forest 2	Varista	0.0017089927196910141
vhard	1	Purplenum	Forest 2	Club of Laconium	0.0017089927196910141
vhard	1	Pinkal	Forest 2	Fire Scepter: Agni	0.0017089927196910141
vhard	1	Pinkal	Forest 2	Club of Laconium	0.0017089927196910141
vhard	1	Pinkal	Forest 2	Amplifier of Barta	0.0008544890582676089
vhard	1	Pinkal	Forest 2	DB's Saber	0.0017089927196910141
vhard	1	Pinkal	Forest 2	Varista	0.0017089927196910141
vhard	1	Redria	Forest 2	Sawcer	0.0017089927196910141
vhard	1	Redria	Forest 2	Launcher	0.0017089927196910141
vhard	1	Redria	Forest 2	DB's Saber	0.0017089927196910141
vhard	1	Redria	Forest 2	Varista	0.0017089927196910141
vhard	1	Redria	Forest 2	Club of Laconium	0.0017089927196910141
vhard	1	Redria	Forest 2	AddSlot	0.0008544890582676089
vhard	1	Oran	Forest 2	Blade Dance	0.0017089927196910141
vhard	1	Oran	Forest 2	Claymore	0.0017089927196910141
vhard	1	Oran	Forest 2	DB's Saber	0.0017089927196910141
vhard	1	Oran	Forest 2	Varista	0.0017089927196910141
vhard	1	Oran	Forest 2	Club of Laconium	0.0017089927196910141
vhard	1	Yellowboze	Forest 2	DB's Saber	0.0017089927196910141
vhard	1	Yellowboze	Forest 2	Varista	0.0017089927196910141
vhard	1	Yellowboze	Forest 2	Club of Laconium	0.0017089927196910141
vhard	1	Yellowboze	Forest 2	M&A60 Vise	0.0031737971308873937
vhard	1	Whitill	Forest 2	Slicer of Assassin	0.0017089927196910141
vhard	1	Whitill	Forest 2	Gatling	0.0017089927196910141
vhard	1	Whitill	Forest 2	DB's Saber	0.0017089927196910141
vhard	1	Whitill	Forest 2	Varista	0.0017089927196910141
vhard	1	Whitill	Forest 2	Club of Laconium	0.0017089927196910141
vhard	1	Whitill	Forest 2	Amplifier of Barta	0.0008544890582676089
vhard	1	Viridia	Cave 1	Amplifier of Shifta	0.0008544890582676089
vhard	1	Greenill	Cave 1	Amplifier of Anti	0.0008544890582676089
vhard	1	Greenill	Cave 1	Amplifier of Shifta	0.0008544890582676089
vhard	1	Skyly	Cave 1	Amplifier of Anti	0.0008544890582676089
vhard	1	Bluefull	Cave 1	Amplifier of Anti	0.0008544890582676089
vhard	1	Bluefull	Cave 1	Amplifier of Shifta	0.0008544890582676089
vhard	1	Purplenum	Cave 1	Amplifier of Shifta	0.0008544890582676089
vhard	1	Pinkal	Cave 1	Amplifier of Anti	0.0008544890582676089
vhard	1	Redria	Cave 1	Amplifier of Anti	0.0008544890582676089
vhard	1	Oran	Cave 1	Amplifier of Shifta	0.0008544890582676089
vhard	1	Yellowboze	Cave 1	Amplifier of Anti	0.0008544890582676089
vhard	1	Yellowboze	Cave 1	Fire Scepter: Agni	0.0031737971308873937
vhard	1	Whitill	Cave 1	Amplifier of Anti	0.0008544890582676089
vhard	1	Viridia	Cave 2	AddSlot	0.0008544890582676089
vhard	1	Greenill	Cave 2	AddSlot	0.0008544890582676089
vhard	1	Purplenum	Cave 2	AddSlot	0.0008544890582676089
vhard	1	Pinkal	Cave 2	Amplifier of Gibarta	0.0008544890582676089
vhard	1	Pinkal	Cave 2	AddSlot	0.0008544890582676089
vhard	1	Redria	Cave 2	AddSlot	0.0008544890582676089
vhard	1	Yellowboze	Cave 2	Blade Dance	0.0031737971308873937
vhard	1	Yellowboze	Cave 2	Crush Bullet	0.0031737971308873937
vhard	1	Whitill	Cave 2	Amplifier of Gibarta	0.0008544890582676089
vhard	1	Whitill	Cave 2	AddSlot	0.0008544890582676089
vhard	1	Viridia	Cave 3	Crush Bullet	0.0021972709894311263
vhard	1	Viridia	Cave 3	Gungnir	0.0021972709894311263
vhard	1	Viridia	Cave 3	DB's Saber	0.0021972709894311263
vhard	1	Viridia	Cave 3	Varista	0.0021972709894311263
vhard	1	Viridia	Cave 3	Club of Laconium	0.0021972709894311263
vhard	1	Greenill	Cave 3	Visk-235W	0.0021972709894311263
vhard	1	Greenill	Cave 3	Ripper	0.0021972709894311263
vhard	1	Greenill	Cave 3	DB's Saber	0.0021972709894311263
vhard	1	Greenill	Cave 3	Varista	0.0021972709894311263
vhard	1	Greenill	Cave 3	Club of Laconium	0.0021972709894311263
vhard	1	Skyly	Cave 3	Flowen's Sword	0.0021972709894311263
vhard	1	Skyly	Cave 3	Laser	0.0021972709894311263
vhard	1	Skyly	Cave 3	DB's Saber	0.0021972709894311263
vhard	1	Skyly	Cave 3	Varista	0.0021972709894311263
vhard	1	Skyly	Cave 3	Club of Laconium	0.0021972709894311263
vhard	1	Skyly	Cave 3	Red Barrier	0.0008544890582676089
vhard	1	Bluefull	Cave 3	Brionac	0.0021972709894311263
vhard	1	Bluefull	Cave 3	Striker	0.0021972709894311263
vhard	1	Bluefull	Cave 3	DB's Saber	0.0021972709894311263
vhard	1	Bluefull	Cave 3	Varista	0.0021972709894311263
vhard	1	Bluefull	Cave 3	Club of Laconium	0.0021972709894311263
vhard	1	Bluefull	Cave 3	Amplifier of Gizonde	0.0008544890582676089
vhard	1	Purplenum	Cave 3	M&A60 Vise	0.0021972709894311263
vhard	1	Purplenum	Cave 3	Ripper	0.0021972709894311263
vhard	1	Purplenum	Cave 3	DB's Saber	0.0021972709894311263
vhard	1	Purplenum	Cave 3	Varista	0.0021972709894311263
vhard	1	Purplenum	Cave 3	Club of Laconium	0.0021972709894311263
vhard	1	Pinkal	Cave 3	Fire Scepter: Agni	0.0021972709894311263
vhard	1	Pinkal	Cave 3	Club of Laconium	0.0021972709894311263
vhard	1	Pinkal	Cave 3	Amplifier of Gizonde	0.0008544890582676089
vhard	1	Pinkal	Cave 3	Red Barrier	0.0008544890582676089
vhard	1	Pinkal	Cave 3	DB's Saber	0.0021972709894311263
vhard	1	Pinkal	Cave 3	Varista	0.0021972709894311263
vhard	1	Redria	Cave 3	Diska	0.0021972709894311263
vhard	1	Redria	Cave 3	Arms	0.0021972709894311263
vhard	1	Redria	Cave 3	DB's Saber	0.0021972709894311263
vhard	1	Redria	Cave 3	Varista	0.0021972709894311263
vhard	1	Redria	Cave 3	Club of Laconium	0.0021972709894311263
vhard	1	Oran	Cave 3	Blade Dance	0.0021972709894311263
vhard	1	Oran	Cave 3	Calibur	0.0021972709894311263
vhard	1	Oran	Cave 3	DB's Saber	0.0021972709894311263
vhard	1	Oran	Cave 3	Varista	0.0021972709894311263
vhard	1	Oran	Cave 3	Club of Laconium	0.0021972709894311263
vhard	1	Oran	Cave 3	Amplifier of Gizonde	0.0008544890582676089
vhard	1	Oran	Cave 3	Red Barrier	0.0008544890582676089
vhard	1	Yellowboze	Cave 3	DB's Saber	0.0021972709894311263
vhard	1	Yellowboze	Cave 3	Varista	0.0021972709894311263
vhard	1	Yellowboze	Cave 3	Club of Laconium	0.0021972709894311263
vhard	1	Yellowboze	Cave 3	AddSlot	0.0008544890582676089
vhard	1	Whitill	Cave 3	Slicer of Assassin	0.0021972709894311263
vhard	1	Whitill	Cave 3	Vulcan	0.0021972709894311263
vhard	1	Whitill	Cave 3	DB's Saber	0.0021972709894311263
vhard	1	Whitill	Cave 3	Varista	0.0021972709894311263
vhard	1	Whitill	Cave 3	Club of Laconium	0.0021972709894311263
vhard	1	Whitill	Cave 3	Red Barrier	0.0008544890582676089
vhard	1	Viridia	Mine 1	Mag	0.006835737234260716
vhard	1	Greenill	Mine 1	Mag	0.006835737234260716
vhard	1	Skyly	Mine 1	Mag	0.006835737234260716
vhard	1	Bluefull	Mine 1	Mag	0.006835737234260716
vhard	1	Bluefull	Mine 1	Amplifier of Gifoie	0.0008544890582676089
vhard	1	Purplenum	Mine 1	Mag	0.006835737234260716
vhard	1	Purplenum	Mine 1	Yellow Barrier	0.0008544890582676089
vhard	1	Pinkal	Mine 1	Mag	0.006835737234260716
vhard	1	Pinkal	Mine 1	Amplifier of Gifoie	0.0008544890582676089
vhard	1	Pinkal	Mine 1	Yellow Barrier	0.0008544890582676089
vhard	1	Redria	Mine 1	Mag	0.006835737234260716
vhard	1	Oran	Mine 1	Mag	0.006835737234260716
vhard	1	Oran	Mine 1	Amplifier of Gifoie	0.0008544890582676089
vhard	1	Yellowboze	Mine 1	Mag	0.006835737234260716
vhard	1	Yellowboze	Mine 1	Flowen's Sword	0.0031737971308873937
vhard	1	Whitill	Mine 1	Mag	0.006835737234260716
vhard	1	Whitill	Mine 1	Amplifier of Gifoie	0.0008544890582676089
vhard	1	Viridia	Mine 2	Meteor Smash	0.0017089927196910141
vhard	1	Viridia	Mine 2	Brionac	0.0017089927196910141
vhard	1	Viridia	Mine 2	Kaladbolg	0.002685573101299817
vhard	1	Viridia	Mine 2	Custom Ray ver.OO	0.002685573101299817
vhard	1	Viridia	Mine 2	Mace of Adaman	0.002685573101299817
vhard	1	Greenill	Mine 2	Wals-MK2	0.0017089927196910141
vhard	1	Greenill	Mine 2	Blade Dance	0.0017089927196910141
vhard	1	Greenill	Mine 2	Kaladbolg	0.002685573101299817
vhard	1	Greenill	Mine 2	Custom Ray ver.OO	0.002685573101299817
vhard	1	Greenill	Mine 2	Mace of Adaman	0.002685573101299817
vhard	1	Greenill	Mine 2	AddSlot	0.0008544890582676089
vhard	1	Skyly	Mine 2	Last Survivor	0.0017089927196910141
vhard	1	Skyly	Mine 2	Visk-235W	0.0017089927196910141
vhard	1	Skyly	Mine 2	Kaladbolg	0.002685573101299817
vhard	1	Skyly	Mine 2	Custom Ray ver.OO	0.002685573101299817
vhard	1	Skyly	Mine 2	Mace of Adaman	0.002685573101299817
vhard	1	Skyly	Mine 2	Amplifier of Deband	0.0008544890582676089
vhard	1	Bluefull	Mine 2	Vjaya	0.0017089927196910141
vhard	1	Bluefull	Mine 2	Battle Verge	0.0017089927196910141
vhard	1	Bluefull	Mine 2	Kaladbolg	0.002685573101299817
vhard	1	Bluefull	Mine 2	Custom Ray ver.OO	0.002685573101299817
vhard	1	Bluefull	Mine 2	Mace of Adaman	0.002685573101299817
vhard	1	Bluefull	Mine 2	AddSlot	0.0008544890582676089
vhard	1	Purplenum	Mine 2	H&S25 Justice	0.0017089927196910141
vhard	1	Purplenum	Mine 2	Blade Dance	0.0017089927196910141
vhard	1	Purplenum	Mine 2	Kaladbolg	0.002685573101299817
vhard	1	Purplenum	Mine 2	Custom Ray ver.OO	0.002685573101299817
vhard	1	Purplenum	Mine 2	Mace of Adaman	0.002685573101299817
vhard	1	Purplenum	Mine 2	Amplifier of Razonde	0.0008544890582676089
vhard	1	Purplenum	Mine 2	AddSlot	0.0008544890582676089
vhard	1	Pinkal	Mine 2	Ice Staff: Dagon	0.0017089927196910141
vhard	1	Pinkal	Mine 2	Mace of Adaman	0.002685573101299817
vhard	1	Pinkal	Mine 2	Amplifier of Razonde	0.0008544890582676089
vhard	1	Pinkal	Mine 2	Amplifier of Deband	0.0008544890582676089
vhard	1	Pinkal	Mine 2	Kaladbolg	0.002685573101299817
vhard	1	Pinkal	Mine 2	Custom Ray ver.OO	0.002685573101299817
vhard	1	Pinkal	Mine 2	AddSlot	0.0008544890582676089
vhard	1	Redria	Mine 2	Slicer of Assassin	0.0017089927196910141
vhard	1	Redria	Mine 2	Crush Bullet	0.0017089927196910141
vhard	1	Redria	Mine 2	Kaladbolg	0.002685573101299817
vhard	1	Redria	Mine 2	Custom Ray ver.OO	0.002685573101299817
vhard	1	Redria	Mine 2	Mace of Adaman	0.002685573101299817
vhard	1	Redria	Mine 2	Amplifier of Deband	0.0008544890582676089
vhard	1	Oran	Mine 2	Bloody Art	0.0017089927196910141
vhard	1	Oran	Mine 2	Flowen's Sword	0.0017089927196910141
vhard	1	Oran	Mine 2	Kaladbolg	0.002685573101299817
vhard	1	Oran	Mine 2	Custom Ray ver.OO	0.002685573101299817
vhard	1	Oran	Mine 2	Mace of Adaman	0.002685573101299817
vhard	1	Oran	Mine 2	AddSlot	0.0008544890582676089
vhard	1	Yellowboze	Mine 2	Kaladbolg	0.0017089927196910141
vhard	1	Yellowboze	Mine 2	Custom Ray ver.OO	0.0017089927196910141
vhard	1	Yellowboze	Mine 2	Mace of Adaman	0.002685573101299817
vhard	1	Yellowboze	Mine 2	Amplifier of Deband	0.0008544890582676089
vhard	1	Yellowboze	Mine 2	Battle Verge	0.0031737971308873937
vhard	1	Whitill	Mine 2	Diska of Liberator	0.0017089927196910141
vhard	1	Whitill	Mine 2	M&A60 Vise	0.0017089927196910141
vhard	1	Whitill	Mine 2	Kaladbolg	0.002685573101299817
vhard	1	Whitill	Mine 2	Custom Ray ver.OO	0.002685573101299817
vhard	1	Whitill	Mine 2	Mace of Adaman	0.002685573101299817
vhard	1	Whitill	Mine 2	Amplifier of Deband	0.0008544890582676089
vhard	1	Viridia	Ruins 1	Amplifier of Rabarta	0.0008544890582676089
vhard	1	Viridia	Ruins 1	Blue Barrier	0.0008544890582676089
vhard	1	Greenill	Ruins 1	Amplifier of Rabarta	0.0008544890582676089
vhard	1	Greenill	Ruins 1	Amplifier of Blue	0.0008544890582676089
vhard	1	Skyly	Ruins 1	AddSlot	0.0008544890582676089
vhard	1	Purplenum	Ruins 1	Amplifier of Rabarta	0.0008544890582676089
vhard	1	Pinkal	Ruins 1	Amplifier of Blue	0.0008544890582676089
vhard	1	Redria	Ruins 1	Blue Barrier	0.0008544890582676089
vhard	1	Redria	Ruins 1	AddSlot	0.0008544890582676089
vhard	1	Yellowboze	Ruins 1	Amplifier of Blue	0.0008544890582676089
vhard	1	Yellowboze	Ruins 1	Blue Barrier	0.0008544890582676089
vhard	1	Yellowboze	Ruins 1	Brionac	0.0031737971308873937
vhard	1	Viridia	Ruins 2	Amplifier of Rafoie	0.0008544890582676089
vhard	1	Viridia	Ruins 2	Recovery Barrier	0.0008544890582676089
vhard	1	Viridia	Ruins 2	AddSlot	0.0008544890582676089
vhard	1	Skyly	Ruins 2	Amplifier of Rafoie	0.0008544890582676089
vhard	1	Skyly	Ruins 2	Amplifier of Red 	0.0008544890582676089
vhard	1	Skyly	Ruins 2	AddSlot	0.0008544890582676089
vhard	1	Bluefull	Ruins 2	Amplifier of Rafoie	0.0008544890582676089
vhard	1	Bluefull	Ruins 2	AddSlot	0.0008544890582676089
vhard	1	Purplenum	Ruins 2	Recovery Barrier	0.0008544890582676089
vhard	1	Redria	Ruins 2	Amplifier of Red 	0.0008544890582676089
vhard	1	Redria	Ruins 2	Recovery Barrier	0.0008544890582676089
vhard	1	Oran	Ruins 2	Recovery Barrier	0.0008544890582676089
vhard	1	Oran	Ruins 2	AddSlot	0.0008544890582676089
vhard	1	Yellowboze	Ruins 2	Amplifier of Red 	0.0008544890582676089
vhard	1	Yellowboze	Ruins 2	Recovery Barrier	0.0008544890582676089
vhard	1	Yellowboze	Ruins 2	Visk-235W	0.0031737971308873937
vhard	1	Whitill	Ruins 2	AddSlot	0.0008544890582676089
vhard	1	Viridia	Ruins 3	Meteor Smash	0.0021972709894311263
vhard	1	Viridia	Ruins 3	Brionac	0.0021972709894311263
vhard	1	Viridia	Ruins 3	Kaladbolg	0.0031737971308873937
vhard	1	Viridia	Ruins 3	Custom Ray ver.OO	0.0031737971308873937
vhard	1	Viridia	Ruins 3	Mace of Adaman	0.0031737971308873937
vhard	1	Greenill	Ruins 3	Wals-MK2	0.0021972709894311263
vhard	1	Greenill	Ruins 3	Blade Dance	0.0021972709894311263
vhard	1	Greenill	Ruins 3	Kaladbolg	0.0031737971308873937
vhard	1	Greenill	Ruins 3	Custom Ray ver.OO	0.0031737971308873937
vhard	1	Greenill	Ruins 3	Mace of Adaman	0.0031737971308873937
vhard	1	Greenill	Ruins 3	Assist Barrier	0.0008544890582676089
vhard	1	Greenill	Ruins 3	AddSlot	0.0008544890582676089
vhard	1	Skyly	Ruins 3	Last Survivor	0.0021972709894311263
vhard	1	Skyly	Ruins 3	Visk-235W	0.0021972709894311263
vhard	1	Skyly	Ruins 3	Kaladbolg	0.0031737971308873937
